,author1,,author2,,code,code2,,type,acc,L95,U95,p_baseline,p_lexico,t_lexico,t_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,10,Marina Hyde,,Jonathan FreedlandMarina Hydelexico+voice,Marina HydeJonathan Freedlandlexico+voice,,lexico+voice,0.971954396,0.94089176,1,1.89E-06,0.784164669,0.283266341,42.18429705,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,10,Marina Hyde,,Jonathan FreedlandMarina Hydelexico+coref,Marina HydeJonathan Freedlandlexico+coref,,lexico+coref,0.969773945,0.948269989,0.9912779,4.43E-07,0.853166651,0.191154676,60.65403066,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,11,Oliver Burkeman,,Jonathan FreedlandOliver Burkemanlexico_syntactic,Oliver BurkemanJonathan Freedlandlexico_syntactic,,lexico_syntactic,0.948667134,0.896317905,1,1.85E-05,1,0,23.79595069,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,11,Oliver Burkeman,,Jonathan FreedlandOliver Burkemancoref,Oliver BurkemanJonathan Freedlandcoref,,coref,0.721265173,0.637853188,0.804677157,0.001810841,0.000206644,-6.411242234,7.365016065,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,11,Oliver Burkeman,,Jonathan FreedlandOliver Burkemanvoice,Oliver BurkemanJonathan Freedlandvoice,,voice,0.754374416,0.730967657,0.777781176,7.19E-06,1.34E-05,-9.407163626,30.17318992,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,11,Oliver Burkeman,,Jonathan FreedlandOliver Burkemancoref+voice,Oliver BurkemanJonathan Freedlandcoref+voice,,coref+voice,0.802224556,0.69468326,0.909765853,0.001455649,0.009368607,-3.399412265,7.802675973,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,11,Oliver Burkeman,,Jonathan FreedlandOliver Burkemanlexico+voice+coref,Oliver BurkemanJonathan Freedlandlexico+voice+coref,,lexico+voice+coref,0.951722689,0.90438621,0.999059168,1.21E-05,0.907286835,0.120202357,26.49506854,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,11,Oliver Burkeman,,Jonathan FreedlandOliver Burkemanlexico+voice,Oliver BurkemanJonathan Freedlandlexico+voice,,lexico+voice,0.940695612,0.889899284,0.991491939,1.76E-05,0.769310045,-0.303420975,24.08770953,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,11,Oliver Burkeman,,Jonathan FreedlandOliver Burkemanlexico+coref,Oliver BurkemanJonathan Freedlandlexico+coref,,lexico+coref,0.904306723,0.808629949,0.999983497,0.000301878,0.291490918,-1.129306417,11.73258018,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,12,Paul Mason,,Jonathan FreedlandPaul Masonlexico_syntactic,Paul MasonJonathan Freedlandlexico_syntactic,,lexico_syntactic,0.977733805,0.942862661,1,2.85E-06,1,0,38.03722838,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,12,Paul Mason,,Jonathan FreedlandPaul Masoncoref,Paul MasonJonathan Freedlandcoref,,coref,0.678380718,0.558735385,0.798026052,0.014383104,0.000157643,-6.669189953,4.139436605,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,12,Paul Mason,,Jonathan FreedlandPaul Masonvoice,Paul MasonJonathan Freedlandvoice,,voice,0.518822394,0.3822159,0.655428888,0.721508996,1.80E-05,-9.037304478,0.382553872,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,12,Paul Mason,,Jonathan FreedlandPaul Masoncoref+voice,Paul MasonJonathan Freedlandcoref+voice,,coref+voice,0.71232801,0.601547428,0.823108592,0.005999564,0.000221835,-6.344835048,5.321483714,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,12,Paul Mason,,Jonathan FreedlandPaul Masonlexico+voice+coref,Paul MasonJonathan Freedlandlexico+voice+coref,,lexico+voice+coref,1,1,1,0,0.114191129,1.772837355,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,12,Paul Mason,,Jonathan FreedlandPaul Masonlexico+voice,Paul MasonJonathan Freedlandlexico+voice,,lexico+voice,0.986111111,0.947549374,1,3.98E-06,0.666470562,0.447373334,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,12,Paul Mason,,Jonathan FreedlandPaul Masonlexico+coref,Paul MasonJonathan Freedlandlexico+coref,,lexico+coref,0.971142896,0.935049053,1,3.46E-06,0.724845009,-0.364620287,36.24170449,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,13,Simon Jenkins,,Jonathan FreedlandSimon Jenkinslexico_syntactic,Simon JenkinsJonathan Freedlandlexico_syntactic,,lexico_syntactic,0.972095072,0.953295511,0.990894632,2.54E-07,1,0,69.72216555,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,13,Simon Jenkins,,Jonathan FreedlandSimon Jenkinscoref,Simon JenkinsJonathan Freedlandcoref,,coref,0.686125449,0.617953307,0.754297591,0.00162413,3.55E-06,-11.22758757,7.580326415,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,13,Simon Jenkins,,Jonathan FreedlandSimon Jenkinsvoice,Simon JenkinsJonathan Freedlandvoice,,voice,0.649362356,0.542901916,0.755822795,0.017611232,3.38E-05,-8.288499996,3.89530969,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,13,Simon Jenkins,,Jonathan FreedlandSimon Jenkinscoref+voice,Simon JenkinsJonathan Freedlandcoref+voice,,coref+voice,0.678694933,0.60872403,0.748665836,0.002088893,3.52E-06,-11.2433728,7.090614112,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,13,Simon Jenkins,,Jonathan FreedlandSimon Jenkinslexico+voice+coref,Simon JenkinsJonathan Freedlandlexico+voice+coref,,lexico+voice+coref,0.967650627,0.947443044,0.98785821,3.51E-07,0.666666848,-0.447089708,64.25341782,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,13,Simon Jenkins,,Jonathan FreedlandSimon Jenkinslexico+voice,Simon JenkinsJonathan Freedlandlexico+voice,,lexico+voice,0.964891441,0.931108985,0.998673898,2.80E-06,0.618922607,-0.517328852,38.2075695,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,13,Simon Jenkins,,Jonathan FreedlandSimon Jenkinslexico+coref,Simon JenkinsJonathan Freedlandlexico+coref,,lexico+coref,0.971991712,0.952652845,0.99133058,2.84E-07,0.991771119,-0.01064013,67.76296945,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,14,Suzanne Moore,,Jonathan FreedlandSuzanne Moorelexico_syntactic,Suzanne MooreJonathan Freedlandlexico_syntactic,,lexico_syntactic,0.970268192,0.931889898,1,4.45E-06,1,0,34.02115342,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,14,Suzanne Moore,,Jonathan FreedlandSuzanne Moorecoref,Suzanne MooreJonathan Freedlandcoref,,coref,0.585209844,0.537434141,0.632985548,0.007750706,1.19E-07,-17.44563901,4.951898929,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,14,Suzanne Moore,,Jonathan FreedlandSuzanne Moorevoice,Suzanne MooreJonathan Freedlandvoice,,voice,0.599702634,0.511860025,0.687545243,0.034470734,4.99E-06,-10.73284559,3.151305434,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,14,Suzanne Moore,,Jonathan FreedlandSuzanne Moorecoref+voice,Suzanne MooreJonathan Freedlandcoref+voice,,coref+voice,0.597665041,0.548008641,0.647321441,0.0054675,1.85E-07,-16.4839708,5.460758841,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,14,Suzanne Moore,,Jonathan FreedlandSuzanne Moorelexico+voice+coref,Suzanne MooreJonathan Freedlandlexico+voice+coref,,lexico+voice+coref,0.970645161,0.926942579,1,7.45E-06,0.986083406,0.017995183,29.90030333,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,14,Suzanne Moore,,Jonathan FreedlandSuzanne Moorelexico+voice,Suzanne MooreJonathan Freedlandlexico+voice,,lexico+voice,0.975993998,0.934704329,1,5.68E-06,0.78509252,0.282011776,32.00730919,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,14,Suzanne Moore,,Jonathan FreedlandSuzanne Moorelexico+coref,Suzanne MooreJonathan Freedlandlexico+coref,,lexico+coref,0.975815412,0.952708471,0.998922354,5.60E-07,0.739855846,0.343803134,57.17223034,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,15,Will Hutton,,Jonathan FreedlandWill Huttonlexico_syntactic,Will HuttonJonathan Freedlandlexico_syntactic,,lexico_syntactic,0.987215175,0.969414666,1,1.80E-07,1,0,75.99367965,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,15,Will Hutton,,Jonathan FreedlandWill Huttoncoref,Will HuttonJonathan Freedlandcoref,,coref,0.74222617,0.706629278,0.777823063,4.62E-05,1.40E-07,-17.09064777,18.89287569,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,15,Will Hutton,,Jonathan FreedlandWill Huttonvoice,Will HuttonJonathan Freedlandvoice,,voice,0.811556596,0.739636697,0.883476495,0.000273962,0.000172486,-6.582620011,12.02754446,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,15,Will Hutton,,Jonathan FreedlandWill Huttoncoref+voice,Will HuttonJonathan Freedlandcoref+voice,,coref+voice,0.838187385,0.763394377,0.912980392,0.000231664,0.000660178,-5.381846493,12.5540975,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,15,Will Hutton,,Jonathan FreedlandWill Huttonlexico+voice+coref,Will HuttonJonathan Freedlandlexico+voice+coref,,lexico+voice+coref,0.984447159,0.968980273,0.999914045,1.05E-07,0.752859287,-0.325902766,86.96262076,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,15,Will Hutton,,Jonathan FreedlandWill Huttonlexico+voice,Will HuttonJonathan Freedlandlexico+voice,,lexico+voice,0.981669381,0.964909613,0.998429149,1.48E-07,0.546395724,-0.629787126,79.79397836,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,15,Will Hutton,,Jonathan FreedlandWill Huttonlexico+coref,Will HuttonJonathan Freedlandlexico+coref,,lexico+coref,0.977412556,0.960887443,0.99393767,1.45E-07,0.294991365,-1.120542159,80.2118402,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,16,Zoe Williams,,Jonathan FreedlandZoe Williamslexico_syntactic,Zoe WilliamsJonathan Freedlandlexico_syntactic,,lexico_syntactic,0.961602555,0.92458994,0.99861517,4.15E-06,1,0,34.62641445,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,16,Zoe Williams,,Jonathan FreedlandZoe Williamscoref,Zoe WilliamsJonathan Freedlandcoref,,coref,0.747822518,0.651708261,0.843936775,0.002015112,0.000422698,-5.762910246,7.158829883,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,16,Zoe Williams,,Jonathan FreedlandZoe Williamsvoice,Zoe WilliamsJonathan Freedlandvoice,,voice,0.666101998,0.632316776,0.69988722,0.00016681,1.95E-07,-16.37161861,13.65014205,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,16,Zoe Williams,,Jonathan FreedlandZoe Williamscoref+voice,Zoe WilliamsJonathan Freedlandcoref+voice,,coref+voice,0.776179734,0.704286616,0.848072852,0.000437668,0.000216711,-6.366656413,10.66580349,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,16,Zoe Williams,,Jonathan FreedlandZoe Williamslexico+voice+coref,Zoe WilliamsJonathan Freedlandlexico+voice+coref,,lexico+voice+coref,0.96673076,0.943113738,0.990347783,6.60E-07,0.754034253,0.324291112,54.86942068,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,16,Zoe Williams,,Jonathan FreedlandZoe Williamslexico+voice,Zoe WilliamsJonathan Freedlandlexico+voice,,lexico+voice,0.969905363,0.941411591,0.998399136,1.36E-06,0.634908076,0.493518878,45.7877746,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Jonathan Freedland,16,Zoe Williams,,Jonathan FreedlandZoe Williamslexico+coref,Zoe WilliamsJonathan Freedlandlexico+coref,,lexico+coref,0.964563483,0.934422252,0.994704715,1.78E-06,0.867536858,0.172226241,42.79304282,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,10,Marina Hyde,,Kevin McKennaMarina Hydelexico_syntactic,Marina HydeKevin McKennalexico_syntactic,,lexico_syntactic,0.984541063,0.954354861,1,1.52E-06,1,0,44.56677499,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,10,Marina Hyde,,Kevin McKennaMarina Hydecoref,Marina HydeKevin McKennacoref,,coref,0.683175231,0.612857181,0.753493281,0.001938999,4.34E-06,-10.93424221,7.232509608,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,10,Marina Hyde,,Kevin McKennaMarina Hydevoice,Marina HydeKevin McKennavoice,,voice,0.697624067,0.658092661,0.737155473,0.000156215,2.32E-07,-16.01588294,13.87991032,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,10,Marina Hyde,,Kevin McKennaMarina Hydecoref+voice,Marina HydeKevin McKennacoref+voice,,coref+voice,0.703987703,0.648347393,0.759628013,0.000524684,1.77E-06,-12.30529807,10.17896309,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,10,Marina Hyde,,Kevin McKennaMarina Hydelexico+voice+coref,Marina HydeKevin McKennalexico+voice+coref,,lexico+voice+coref,0.989444444,0.971456314,1,1.84E-07,0.708543762,0.387427157,75.54512676,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,10,Marina Hyde,,Kevin McKennaMarina Hydelexico+voice,Marina HydeKevin McKennalexico+voice,,lexico+voice,0.985096618,0.967996773,1,1.56E-07,0.965627149,0.044460406,78.76352507,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,10,Marina Hyde,,Kevin McKennaMarina Hydelexico+coref,Marina HydeKevin McKennalexico+coref,,lexico+coref,0.969995608,0.941720675,0.998270542,1.32E-06,0.357458952,-0.976409896,46.15101956,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,11,Oliver Burkeman,,Kevin McKennaOliver Burkemanlexico_syntactic,Oliver BurkemanKevin McKennalexico_syntactic,,lexico_syntactic,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,11,Oliver Burkeman,,Kevin McKennaOliver Burkemancoref,Oliver BurkemanKevin McKennacoref,,coref,0.776254222,0.630017643,0.922490801,0.006318869,0.002806644,-4.248033391,5.244957773,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,11,Oliver Burkeman,,Kevin McKennaOliver Burkemanvoice,Oliver BurkemanKevin McKennavoice,,voice,0.770845061,0.706613924,0.835076197,0.000304411,9.11E-06,-9.905415737,11.70750642,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,11,Oliver Burkeman,,Kevin McKennaOliver Burkemancoref+voice,Oliver BurkemanKevin McKennacoref+voice,,coref+voice,0.775554109,0.637095905,0.914012314,0.00523964,0.002000186,-4.500720616,5.525572581,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,11,Oliver Burkeman,,Kevin McKennaOliver Burkemanlexico+voice+coref,Oliver BurkemanKevin McKennalexico+voice+coref,,lexico+voice+coref,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,11,Oliver Burkeman,,Kevin McKennaOliver Burkemanlexico+voice,Oliver BurkemanKevin McKennalexico+voice,,lexico+voice,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,11,Oliver Burkeman,,Kevin McKennaOliver Burkemanlexico+coref,Oliver BurkemanKevin McKennalexico+coref,,lexico+coref,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,12,Paul Mason,,Kevin McKennaPaul Masonlexico_syntactic,Paul MasonKevin McKennalexico_syntactic,,lexico_syntactic,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,12,Paul Mason,,Kevin McKennaPaul Masoncoref,Paul MasonKevin McKennacoref,,coref,0.687694236,0.552699411,0.82268906,0.018142362,0.000204031,-6.423207823,3.860316458,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,12,Paul Mason,,Kevin McKennaPaul Masonvoice,Paul MasonKevin McKennavoice,,voice,0.605463659,0.486685477,0.724241841,0.069301758,1.55E-05,-9.222303889,2.465217556,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,12,Paul Mason,,Kevin McKennaPaul Masoncoref+voice,Paul MasonKevin McKennacoref+voice,,coref+voice,0.666340852,0.542469736,0.790211968,0.020325866,7.07E-05,-7.478630492,3.728361044,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,12,Paul Mason,,Kevin McKennaPaul Masonlexico+voice+coref,Paul MasonKevin McKennalexico+voice+coref,,lexico+voice+coref,0.995238095,0.982016928,1,5.13E-08,0.346593507,-1,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,12,Paul Mason,,Kevin McKennaPaul Masonlexico+voice,Paul MasonKevin McKennalexico+voice,,lexico+voice,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,12,Paul Mason,,Kevin McKennaPaul Masonlexico+coref,Paul MasonKevin McKennalexico+coref,,lexico+coref,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,13,Simon Jenkins,,Kevin McKennaSimon Jenkinslexico_syntactic,Simon JenkinsKevin McKennalexico_syntactic,,lexico_syntactic,0.995095694,0.986720182,1,8.27E-09,1,0,164.1220257,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,13,Simon Jenkins,,Kevin McKennaSimon Jenkinscoref,Simon JenkinsKevin McKennacoref,,coref,0.696315393,0.616433055,0.776197732,0.002412222,6.67E-06,-10.32799883,6.823271868,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,13,Simon Jenkins,,Kevin McKennaSimon Jenkinsvoice,Simon JenkinsKevin McKennavoice,,voice,0.625953718,0.515949827,0.73595761,0.033566947,1.47E-05,-9.290076626,3.179011028,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,13,Simon Jenkins,,Kevin McKennaSimon Jenkinscoref+voice,Simon JenkinsKevin McKennacoref+voice,,coref+voice,0.693081518,0.654690108,0.731472928,0.000152568,2.45E-08,-21.33957679,13.96354647,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,13,Simon Jenkins,,Kevin McKennaSimon Jenkinslexico+voice+coref,Simon JenkinsKevin McKennalexico+voice+coref,,lexico+voice+coref,1,1,1,0,0.142654725,1.625755751,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,13,Simon Jenkins,,Kevin McKennaSimon Jenkinslexico+voice,Simon JenkinsKevin McKennalexico+voice,,lexico+voice,0.993181818,0.974251511,1,2.19E-07,0.803889333,-0.256699174,72.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,13,Simon Jenkins,,Kevin McKennaSimon Jenkinslexico+coref,Simon JenkinsKevin McKennalexico+coref,,lexico+coref,0.990550239,0.972041214,1,2.04E-07,0.551752682,-0.621200369,73.58495754,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,14,Suzanne Moore,,Kevin McKennaSuzanne Moorelexico_syntactic,Suzanne MooreKevin McKennalexico_syntactic,,lexico_syntactic,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,14,Suzanne Moore,,Kevin McKennaSuzanne Moorecoref,Suzanne MooreKevin McKennacoref,,coref,0.587386177,0.466878413,0.707893941,0.11436273,1.24E-05,-9.50643834,2.01333852,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,14,Suzanne Moore,,Kevin McKennaSuzanne Moorevoice,Suzanne MooreKevin McKennavoice,,voice,0.625578445,0.529706885,0.721450004,0.022027725,4.62E-06,-10.84326678,3.636757969,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,14,Suzanne Moore,,Kevin McKennaSuzanne Moorecoref+voice,Suzanne MooreKevin McKennacoref+voice,,coref+voice,0.646850276,0.524370324,0.769330228,0.02913592,4.35E-05,-8.005398469,3.328885446,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,14,Suzanne Moore,,Kevin McKennaSuzanne Moorelexico+voice+coref,Suzanne MooreKevin McKennalexico+voice+coref,,lexico+voice+coref,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,14,Suzanne Moore,,Kevin McKennaSuzanne Moorelexico+voice,Suzanne MooreKevin McKennalexico+voice,,lexico+voice,0.996551724,0.986977775,1,1.39E-08,0.346593507,-1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,14,Suzanne Moore,,Kevin McKennaSuzanne Moorelexico+coref,Suzanne MooreKevin McKennalexico+coref,,lexico+coref,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,15,Will Hutton,,Kevin McKennaWill Huttonlexico_syntactic,Will HuttonKevin McKennalexico_syntactic,,lexico_syntactic,0.991833333,0.977943398,1,6.42E-08,1,0,98.31206402,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,15,Will Hutton,,Kevin McKennaWill Huttoncoref,Will HuttonKevin McKennacoref,,coref,0.689703704,0.622608772,0.756798635,0.001422556,1.84E-06,-12.24278806,7.850099986,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,15,Will Hutton,,Kevin McKennaWill Huttonvoice,Will HuttonKevin McKennavoice,,voice,0.696203704,0.595967578,0.796439829,0.005562684,3.95E-05,-8.111153032,5.434655534,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,15,Will Hutton,,Kevin McKennaWill Huttoncoref+voice,Will HuttonKevin McKennacoref+voice,,coref+voice,0.712055556,0.598127814,0.825983297,0.00666188,0.000142384,-6.768132522,5.16784237,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,15,Will Hutton,,Kevin McKennaWill Huttonlexico+voice+coref,Will HuttonKevin McKennalexico+voice+coref,,lexico+voice+coref,0.995833333,0.984264812,1,2.99E-08,0.556032334,0.614375622,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,15,Will Hutton,,Kevin McKennaWill Huttonlexico+voice,Will HuttonKevin McKennalexico+voice,,lexico+voice,0.995833333,0.984264812,1,2.99E-08,0.556032334,0.614375622,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,15,Will Hutton,,Kevin McKennaWill Huttonlexico+coref,Will HuttonKevin McKennalexico+coref,,lexico+coref,0.991666667,0.97749818,1,6.96E-08,0.981964551,-0.023322128,96.34659655,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,16,Zoe Williams,,Kevin McKennaZoe Williamslexico_syntactic,Zoe WilliamsKevin McKennalexico_syntactic,,lexico_syntactic,0.995833333,0.984264812,1,2.99E-08,1,0,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,16,Zoe Williams,,Kevin McKennaZoe Williamscoref,Zoe WilliamsKevin McKennacoref,,coref,0.733653303,0.626018275,0.841288332,0.003818944,0.000148947,-6.724206058,6.027085972,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,16,Zoe Williams,,Kevin McKennaZoe Williamsvoice,Zoe WilliamsKevin McKennavoice,,voice,0.693875871,0.636668692,0.751083049,0.00071103,5.39E-07,-14.36419109,9.409408484,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,16,Zoe Williams,,Kevin McKennaZoe Williamscoref+voice,Zoe WilliamsKevin McKennacoref+voice,,coref+voice,0.747722567,0.644200831,0.851244303,0.002664141,0.000167083,-6.613147573,6.643900462,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,16,Zoe Williams,,Kevin McKennaZoe Williamslexico+voice+coref,Zoe WilliamsKevin McKennalexico+voice+coref,,lexico+voice+coref,0.98474026,0.955474576,1,1.34E-06,0.356387134,-0.978712635,45.98746839,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,16,Zoe Williams,,Kevin McKennaZoe Williamslexico+voice,Zoe WilliamsKevin McKennalexico+voice,,lexico+voice,1,1,1,0,0.346593507,1,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kevin McKenna,16,Zoe Williams,,Kevin McKennaZoe Williamslexico+coref,Zoe WilliamsKevin McKennalexico+coref,,lexico+coref,1,1,1,0,0.346593507,1,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Marina Hyde,11,Oliver Burkeman,,Marina HydeOliver Burkemanlexico_syntactic,Oliver BurkemanMarina Hydelexico_syntactic,,lexico_syntactic,0.896130031,0.795377806,0.996882256,0.000399897,1,0,10.91621829,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Marina Hyde,11,Oliver Burkeman,,Marina HydeOliver Burkemancoref,Oliver BurkemanMarina Hydecoref,,coref,0.554406605,0.409182908,0.699630302,0.357000517,0.000671314,-5.367868208,1.040167372,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Marina Hyde,11,Oliver Burkeman,,Marina HydeOliver Burkemanvoice,Oliver BurkemanMarina Hydevoice,,voice,0.437058824,0.239121327,0.63499632,0.427173632,0.000434601,-5.738685565,-0.882868202,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Marina Hyde,11,Oliver Burkeman,,Marina HydeOliver Burkemancoref+voice,Oliver BurkemanMarina Hydecoref+voice,,coref+voice,0.592383901,0.501649739,0.683118063,0.047492906,0.00025387,-6.219899882,2.826926758,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Marina Hyde,11,Oliver Burkeman,,Marina HydeOliver Burkemanlexico+voice+coref,Oliver BurkemanMarina Hydelexico+voice+coref,,lexico+voice+coref,0.9425387,0.856319473,1,0.000140826,0.359671623,0.971672488,14.2507009,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Marina Hyde,11,Oliver Burkeman,,Marina HydeOliver Burkemanlexico+voice,Oliver BurkemanMarina Hydelexico+voice,,lexico+voice,0.889205366,0.777807407,1,0.000632164,0.901307382,-0.128000987,9.700423099,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Marina Hyde,11,Oliver Burkeman,,Marina HydeOliver Burkemanlexico+coref,Oliver BurkemanMarina Hydelexico+coref,,lexico+coref,0.923649811,0.825098865,1,0.000282328,0.602494125,0.542136125,11.93535418,,,,,,,,,,,,,,,,,,,,,,,,,,,
