,author1,,author2,,code,code2,,type,acc,L95,U95,p_baseline,p_lexico,t_lexico,t_baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Anne Perkins,16,Zoe Williams,,Anne PerkinsZoe Williamsvoice,Zoe WilliamsAnne Perkinsvoice,,voice,0.665997708,0.517523125,0.814472292,0.03607661,0.085391339,-1.96201715,3.104124047,,,,,,,LC,lexico+coref,,,,,,,,,,,,,,,1.00^{a},0.97^{a},,,        & $ LC$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 1.00^{a}$ & $ 0.97^{a}$ \\
1,Anne Perkins,16,Zoe Williams,,Anne PerkinsZoe Williamscoref+voice,Zoe WilliamsAnne Perkinscoref+voice,,coref+voice,0.721332962,0.638775495,0.803890428,0.001739829,0.160883814,-1.545181683,7.443528041,,,,,,,LV,lexico+voice,,,,,,,,,,,,,,,1.00^{a},0.96^{a},,,        & $ LV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 1.00^{a}$ & $ 0.96^{a}$ \\
1,Anne Perkins,16,Zoe Williams,,Anne PerkinsZoe Williamslexico+voice+coref,Zoe WilliamsAnne Perkinslexico+voice+coref,,lexico+voice+coref,0.870190078,0.740315058,1,0.001379518,0.72143198,0.369377652,7.913857693,,,,,,,CV,coref+voice,,,,,,,,,,,,,,,0.75^{a},0.74^{a},,,        & $ CV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.75^{a}$ & $ 0.74^{a}$ \\
1,Anne Perkins,16,Zoe Williams,,Anne PerkinsZoe Williamslexico+voice,Zoe WilliamsAnne Perkinslexico+voice,,lexico+voice,0.861265391,0.66745461,1,0.006627624,0.827989659,0.224508487,5.175323684,,,,,,,LCV,lexico+voice+coref,,,,,,,,,,,,,,,1.00^{ab},0.95^{a},,,        & $ LCV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 1.00^{ab}$ & $ 0.95^{a}$ \\  \hline
1,Anne Perkins,16,Zoe Williams,,Anne PerkinsZoe Williamslexico+coref,Zoe WilliamsAnne Perkinslexico+coref,,lexico+coref,0.866460733,0.707691586,1,0.003046098,0.769688955,0.302905204,6.408411997,,,,,15,Will Hutton,L,lexico_syntactic,,,,,,,,,,,,,,,,0.98^{a},,,$A_{15}$  & $ L$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.98^{a}$ \\
2,Barbara Ellen,3,Catherine Bennett,,Barbara EllenCatherine Bennettlexico_syntactic,Catherine BennettBarbara Ellenlexico_syntactic,,lexico_syntactic,0.982584134,0.96670203,0.998466238,1.18E-07,1,0,84.36340478,,,,,,,C,coref,,,,,,,,,,,,,,,,0.79^{a},,,        & $ C$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.79^{a}$ \\
2,Barbara Ellen,3,Catherine Bennett,,Barbara EllenCatherine Bennettcoref,Catherine BennettBarbara Ellencoref,,coref,0.6798458,0.597472992,0.762218609,0.003739178,8.37E-06,-10.0195141,6.061854644,,,,,,,V,voice,,,,,,,,,,,,,,,,0.84^{a},,,        & $ V$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.84^{a}$ \\
2,Barbara Ellen,3,Catherine Bennett,,Barbara EllenCatherine Bennettvoice,Catherine BennettBarbara Ellenvoice,,voice,0.756753399,0.731115574,0.782391224,9.95E-06,3.00E-08,-20.79033099,27.80507769,,,,,,,LC,lexico+coref,,,,,,,,,,,,,,,,0.99^{a},,,        & $ LC$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ \\
2,Barbara Ellen,3,Catherine Bennett,,Barbara EllenCatherine Bennettcoref+voice,Catherine BennettBarbara Ellencoref+voice,,coref+voice,0.740343578,0.670120825,0.810566332,0.000684502,1.41E-05,-9.34168859,9.502628705,,,,,,,LV,lexico+voice,,,,,,,,,,,,,,,,0.99^{a},,,        & $ LV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.99^{a}$ \\
2,Barbara Ellen,3,Catherine Bennett,,Barbara EllenCatherine Bennettlexico+voice+coref,Catherine BennettBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.986328095,0.974451394,0.998204796,3.59E-08,0.614378475,0.524155307,113.69009,,,,,,,CV,coref+voice,,,,,,,,,,,,,,,,0.86^{a},,,        & $ CV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.86^{a}$ \\
2,Barbara Ellen,3,Catherine Bennett,,Barbara EllenCatherine Bennettlexico+voice,Catherine BennettBarbara Ellenlexico+voice,,lexico+voice,0.989634662,0.982268622,0.997000703,5.17E-09,0.295957147,1.118138758,184.5555657,,,,,,,LCV,lexico+voice+coref,,,,,,,,,,,,,,,,0.98^{a},,,        & $ LCV$ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ $ & $ 0.98^{a}$ \\  \hline
2,Barbara Ellen,3,Catherine Bennett,,Barbara EllenCatherine Bennettlexico+coref,Catherine BennettBarbara Ellenlexico+coref,,lexico+coref,0.983542076,0.969248813,0.997835339,7.70E-08,0.904008405,0.12447716,93.92732865,,,,,16,Zoe Williams,L,lexico_syntactic,,0.99^{a},0.97^{a},0.92^{a},0.89^{a},0.96^{a},0.94^{a},0.96^{a},1.00^{a},0.96^{a},0.89^{a},0.98^{a},0.98^{a},0.94^{a},0.98^{a},,,,$A_{16}$  & $ L$ & $ 0.99^{a}$ & $ 0.97^{a}$ & $ 0.92^{a}$ & $ 0.89^{a}$ & $ 0.96^{a}$ & $ 0.94^{a}$ & $ 0.96^{a}$ & $ 1.00^{a}$ & $ 0.96^{a}$ & $ 0.89^{a}$ & $ 0.98^{a}$ & $ 0.98^{a}$ & $ 0.94^{a}$ & $ 0.98^{a}$ & $ $ \\
2,Barbara Ellen,4,Emma Brockes,,Barbara EllenEmma Brockeslexico_syntactic,Emma BrockesBarbara Ellenlexico_syntactic,,lexico_syntactic,0.958461226,0.916383421,1,7.11E-06,1,0,30.25092248,,,,,,,C,coref,,0.74^{a},0.75^{a},0.67^{a},0.62^{a},0.78^{a},0.71^{a},0.75^{a},0.73^{a},0.70^{a},0.58^{},0.74^{a},0.77^{a},0.68^{a},0.79^{a},,,,        & $ C$ & $ 0.74^{a}$ & $ 0.75^{a}$ & $ 0.67^{a}$ & $ 0.62^{a}$ & $ 0.78^{a}$ & $ 0.71^{a}$ & $ 0.75^{a}$ & $ 0.73^{a}$ & $ 0.70^{a}$ & $ 0.58^{}$ & $ 0.74^{a}$ & $ 0.77^{a}$ & $ 0.68^{a}$ & $ 0.79^{a}$ & $ $ \\
2,Barbara Ellen,4,Emma Brockes,,Barbara EllenEmma Brockescoref,Emma BrockesBarbara Ellencoref,,coref,0.590972695,0.453697301,0.728248088,0.139605552,0.000101366,-7.106248946,1.839956061,,,,,,,V,voice,,0.63^{a},0.57^{},0.52^{},0.67^{},0.65^{a},0.54^{},0.67^{a},0.69^{a},0.55^{},0.66^{a},0.72^{a},0.74^{a},0.67^{a},0.84^{a},,,,        & $ V$ & $ 0.63^{a}$ & $ 0.57^{}$ & $ 0.52^{}$ & $ 0.67^{}$ & $ 0.65^{a}$ & $ 0.54^{}$ & $ 0.67^{a}$ & $ 0.69^{a}$ & $ 0.55^{}$ & $ 0.66^{a}$ & $ 0.72^{a}$ & $ 0.74^{a}$ & $ 0.67^{a}$ & $ 0.84^{a}$ & $ $ \\
2,Barbara Ellen,4,Emma Brockes,,Barbara EllenEmma Brockesvoice,Emma BrockesBarbara Ellenvoice,,voice,0.580502731,0.420013854,0.740991607,0.236132135,0.000226639,-6.324876024,1.39269099,,,,,,,LC,lexico+coref,,0.98^{a},0.98^{a},0.91^{a},0.91^{a},0.98^{a},0.95^{a},0.97^{a},1.00^{a},0.97^{a},0.82^{a},0.98^{a},0.99^{a},0.97^{a},0.99^{a},,,,        & $ LC$ & $ 0.98^{a}$ & $ 0.98^{a}$ & $ 0.91^{a}$ & $ 0.91^{a}$ & $ 0.98^{a}$ & $ 0.95^{a}$ & $ 0.97^{a}$ & $ 1.00^{a}$ & $ 0.97^{a}$ & $ 0.82^{a}$ & $ 0.98^{a}$ & $ 0.99^{a}$ & $ 0.97^{a}$ & $ 0.99^{a}$ & $ $ \\
2,Barbara Ellen,4,Emma Brockes,,Barbara EllenEmma Brockescoref+voice,Emma BrockesBarbara Ellencoref+voice,,coref+voice,0.602618193,0.534374241,0.670862146,0.013975392,1.75E-06,-12.32301843,4.174930804,,,,,,,LV,lexico+voice,,0.98^{a},0.99^{a},0.90^{a},0.92^{a},0.97^{a},0.95^{a},0.97^{a},1.00^{a},0.98^{a},0.89^{a},0.98^{a},0.98^{a},0.96^{a},0.99^{a},,,,        & $ LV$ & $ 0.98^{a}$ & $ 0.99^{a}$ & $ 0.90^{a}$ & $ 0.92^{a}$ & $ 0.97^{a}$ & $ 0.95^{a}$ & $ 0.97^{a}$ & $ 1.00^{a}$ & $ 0.98^{a}$ & $ 0.89^{a}$ & $ 0.98^{a}$ & $ 0.98^{a}$ & $ 0.96^{a}$ & $ 0.99^{a}$ & $ $ \\
2,Barbara Ellen,4,Emma Brockes,,Barbara EllenEmma Brockeslexico+voice+coref,Emma BrockesBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.973646435,0.941650954,1,2.09E-06,0.448135649,0.797585085,41.10122161,,,,,,,CV,coref+voice,,0.71^{a},0.77^{a},0.67^{a},0.63^{a},0.74^{a},0.74^{a},0.78^{a},0.75^{a},0.65^{a},0.61^{},0.76^{a},0.81^{a},0.74^{a},0.86^{a},,,,        & $ CV$ & $ 0.71^{a}$ & $ 0.77^{a}$ & $ 0.67^{a}$ & $ 0.63^{a}$ & $ 0.74^{a}$ & $ 0.74^{a}$ & $ 0.78^{a}$ & $ 0.75^{a}$ & $ 0.65^{a}$ & $ 0.61^{}$ & $ 0.76^{a}$ & $ 0.81^{a}$ & $ 0.74^{a}$ & $ 0.86^{a}$ & $ $ \\
2,Barbara Ellen,4,Emma Brockes,,Barbara EllenEmma Brockeslexico+voice,Emma BrockesBarbara Ellenlexico+voice,,lexico+voice,0.98191824,0.964824853,0.999011627,1.60E-07,0.189486797,1.433973356,78.27702707,,,,,,,LCV,lexico+voice+coref,,0.98^{a},0.99^{a},0.92^{a},0.93^{a},0.96^{a},0.96^{a},0.97^{a},0.99^{a},0.97^{a},0.90^{a},0.98^{a},0.98^{a},0.95^{a},0.98^{a},,,,        & $ LCV$ & $ 0.98^{a}$ & $ 0.99^{a}$ & $ 0.92^{a}$ & $ 0.93^{a}$ & $ 0.96^{a}$ & $ 0.96^{a}$ & $ 0.97^{a}$ & $ 0.99^{a}$ & $ 0.97^{a}$ & $ 0.90^{a}$ & $ 0.98^{a}$ & $ 0.98^{a}$ & $ 0.95^{a}$ & $ 0.98^{a}$ & $ $ \\  \hline
2,Barbara Ellen,4,Emma Brockes,,Barbara EllenEmma Brockeslexico+coref,Emma BrockesBarbara Ellenlexico+coref,,lexico+coref,0.965800281,0.934575661,0.997024901,2.03E-06,0.707509733,0.388881253,41.41824364,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,5,Gaby Hinsliff,,Barbara EllenGaby Hinslifflexico_syntactic,Gaby HinsliffBarbara Ellenlexico_syntactic,,lexico_syntactic,0.930011947,0.82439499,1,0.000349046,1,0,11.30409927,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,5,Gaby Hinsliff,,Barbara EllenGaby Hinsliffcoref,Gaby HinsliffBarbara Ellencoref,,coref,0.467973064,0.399943934,0.536002194,0.261253408,7.26E-06,-10.21113826,-1.307102255,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,5,Gaby Hinsliff,,Barbara EllenGaby Hinsliffvoice,Gaby HinsliffBarbara Ellenvoice,,voice,0.574446399,0.481223946,0.667668853,0.09089105,0.00011177,-7.007759554,2.217237724,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,5,Gaby Hinsliff,,Barbara EllenGaby Hinsliffcoref+voice,Gaby HinsliffBarbara Ellencoref+voice,,coref+voice,0.552062996,0.391079169,0.713046822,0.419991902,0.000608614,-5.450127268,0.897916593,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,5,Gaby Hinsliff,,Barbara EllenGaby Hinslifflexico+voice+coref,Gaby HinsliffBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.946011947,0.87452331,1,6.52E-05,0.73659074,0.348316841,17.3220212,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,5,Gaby Hinsliff,,Barbara EllenGaby Hinslifflexico+voice,Gaby HinsliffBarbara Ellenlexico+voice,,lexico+voice,0.939574237,0.883528208,0.995620266,2.63E-05,0.829841925,0.222045619,21.77591804,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,5,Gaby Hinsliff,,Barbara EllenGaby Hinslifflexico+coref,Gaby HinsliffBarbara Ellenlexico+coref,,lexico+coref,0.946011947,0.87452331,1,6.52E-05,0.73659074,0.348316841,17.3220212,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,6,Ian Jack,,Barbara EllenIan Jacklexico_syntactic,Ian JackBarbara Ellenlexico_syntactic,,lexico_syntactic,0.996428571,0.986512696,1,1.61E-08,1,0,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,6,Ian Jack,,Barbara EllenIan Jackcoref,Ian JackBarbara Ellencoref,,coref,0.723947903,0.66217118,0.785724625,0.000548091,2.02E-06,-12.09138944,10.06494086,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,6,Ian Jack,,Barbara EllenIan Jackvoice,Ian JackBarbara Ellenvoice,,voice,0.719085834,0.666951129,0.771220538,0.000308511,4.98E-07,-14.50983323,11.667464,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,6,Ian Jack,,Barbara EllenIan Jackcoref+voice,Ian JackBarbara Ellencoref+voice,,coref+voice,0.764455292,0.709729605,0.819180979,0.000178499,2.81E-06,-11.58033887,13.41683656,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,6,Ian Jack,,Barbara EllenIan Jacklexico+voice+coref,Ian JackBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.996428571,0.986512696,1,1.61E-08,1,0,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,6,Ian Jack,,Barbara EllenIan Jacklexico+voice,Ian JackBarbara Ellenlexico+voice,,lexico+voice,0.996428571,0.986512696,1,1.61E-08,1,0,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,6,Ian Jack,,Barbara EllenIan Jacklexico+coref,Ian JackBarbara Ellenlexico+coref,,lexico+coref,1,1,1,0,0.346593507,1,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,7,John Harris,,Barbara EllenJohn Harrislexico_syntactic,John HarrisBarbara Ellenlexico_syntactic,,lexico_syntactic,0.996551724,0.986977775,1,1.39E-08,1,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,7,John Harris,,Barbara EllenJohn Harriscoref,John HarrisBarbara Ellencoref,,coref,0.688311688,0.582992165,0.793631211,0.007682598,4.02E-05,-8.092491099,4.964293904,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,7,John Harris,,Barbara EllenJohn Harrisvoice,John HarrisBarbara Ellenvoice,,voice,0.682383565,0.48997417,0.874792959,0.058078225,0.001929936,-4.527808181,2.631773551,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,7,John Harris,,Barbara EllenJohn Harriscoref+voice,John HarrisBarbara Ellencoref+voice,,coref+voice,0.71512166,0.637215075,0.793028245,0.001556085,8.78E-06,-9.95475505,7.666533998,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,7,John Harris,,Barbara EllenJohn Harrislexico+voice+coref,John HarrisBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.98226601,0.943860468,1,4.04E-06,0.345644295,-1.002087374,34.86437169,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,7,John Harris,,Barbara EllenJohn Harrislexico+voice,John HarrisBarbara Ellenlexico+voice,,lexico+voice,0.996551724,0.986977775,1,1.39E-08,1,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,7,John Harris,,Barbara EllenJohn Harrislexico+coref,John HarrisBarbara Ellenlexico+coref,,lexico+coref,0.996551724,0.986977775,1,1.39E-08,1,0,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,8,Jonathan Freedland,,Barbara EllenJonathan Freedlandlexico_syntactic,Jonathan FreedlandBarbara Ellenlexico_syntactic,,lexico_syntactic,0.986657509,0.975349413,0.997965605,2.94E-08,1,0,119.4876565,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,8,Jonathan Freedland,,Barbara EllenJonathan Freedlandcoref,Jonathan FreedlandBarbara Ellencoref,,coref,0.599522077,0.515486305,0.683557849,0.030269608,1.41E-06,-12.67625799,3.288094776,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,8,Jonathan Freedland,,Barbara EllenJonathan Freedlandvoice,Jonathan FreedlandBarbara Ellenvoice,,voice,0.605908573,0.552246745,0.659570402,0.005399769,5.44E-08,-19.27646997,5.479674231,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,8,Jonathan Freedland,,Barbara EllenJonathan Freedlandcoref+voice,Jonathan FreedlandBarbara Ellencoref+voice,,coref+voice,0.636586972,0.478024523,0.79514942,0.075033017,0.000284967,-6.114242979,2.391652205,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,8,Jonathan Freedland,,Barbara EllenJonathan Freedlandlexico+voice+coref,Jonathan FreedlandBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.987014652,0.971266462,1,1.10E-07,0.960463573,0.051145485,85.86189326,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,8,Jonathan Freedland,,Barbara EllenJonathan Freedlandlexico+voice,Jonathan FreedlandBarbara Ellenlexico+voice,,lexico+voice,0.986657509,0.975349413,0.997965605,2.94E-08,1,0,119.4876565,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,8,Jonathan Freedland,,Barbara EllenJonathan Freedlandlexico+coref,Jonathan FreedlandBarbara Ellenlexico+coref,,lexico+coref,0.986657509,0.975349413,0.997965605,2.94E-08,1,0,119.4876565,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,9,Kevin McKenna,,Barbara EllenKevin McKennalexico_syntactic,Kevin McKennaBarbara Ellenlexico_syntactic,,lexico_syntactic,0.996296296,0.986013166,1,1.86E-08,1,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,9,Kevin McKenna,,Barbara EllenKevin McKennacoref,Kevin McKennaBarbara Ellencoref,,coref,0.64794335,0.628373554,0.667513146,3.05E-05,8.22E-11,-43.75006117,20.98931369,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,9,Kevin McKenna,,Barbara EllenKevin McKennavoice,Kevin McKennaBarbara Ellenvoice,,voice,0.669911056,0.603455513,0.736366599,0.002079963,8.82E-07,-13.4756706,7.098711395,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,9,Kevin McKenna,,Barbara EllenKevin McKennacoref+voice,Kevin McKennaBarbara Ellencoref+voice,,coref+voice,0.668385787,0.579089803,0.757681772,0.006359526,7.71E-06,-10.12865464,5.235553381,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,9,Kevin McKenna,,Barbara EllenKevin McKennalexico+voice+coref,Kevin McKennaBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.970899471,0.921408586,1,1.22E-05,0.200534654,-1.394971665,26.41752189,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,9,Kevin McKenna,,Barbara EllenKevin McKennalexico+voice,Kevin McKennaBarbara Ellenlexico+voice,,lexico+voice,0.996296296,0.986013166,1,1.86E-08,1,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,9,Kevin McKenna,,Barbara EllenKevin McKennalexico+coref,Kevin McKennaBarbara Ellenlexico+coref,,lexico+coref,0.996296296,0.986013166,1,1.86E-08,1,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,10,Marina Hyde,,Barbara EllenMarina Hydelexico_syntactic,Marina HydeBarbara Ellenlexico_syntactic,,lexico_syntactic,0.989134142,0.976785501,1,4.10E-08,1,0,109.976,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,10,Marina Hyde,,Barbara EllenMarina Hydecoref,Marina HydeBarbara Ellencoref,,coref,0.619865479,0.529438946,0.710292013,0.021197728,3.54E-06,-11.23371656,3.680334852,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,10,Marina Hyde,,Barbara EllenMarina Hydevoice,Marina HydeBarbara Ellenvoice,,voice,0.649610964,0.544981572,0.754240356,0.01653764,1.93E-05,-8.947484777,3.970075894,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,10,Marina Hyde,,Barbara EllenMarina Hydecoref+voice,Marina HydeBarbara Ellencoref+voice,,coref+voice,0.603909941,0.482843334,0.724976547,0.075742761,2.21E-05,-8.788824876,2.382987791,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,10,Marina Hyde,,Barbara EllenMarina Hydelexico+voice+coref,Marina HydeBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.989134142,0.976785501,1,4.10E-08,1,0,109.976,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,10,Marina Hyde,,Barbara EllenMarina Hydelexico+voice,Marina HydeBarbara Ellenlexico+voice,,lexico+voice,0.99270557,0.980272735,1,4.09E-08,0.586999415,0.565869634,110.028804,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,10,Marina Hyde,,Barbara EllenMarina Hydelexico+coref,Marina HydeBarbara Ellenlexico+coref,,lexico+coref,0.978419856,0.942003863,1,3.37E-06,0.461404444,-0.773615184,36.47590955,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,11,Oliver Burkeman,,Barbara EllenOliver Burkemanlexico_syntactic,Oliver BurkemanBarbara Ellenlexico_syntactic,,lexico_syntactic,0.886839773,0.795126586,0.97855296,0.000304071,1,0,11.71085024,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,11,Oliver Burkeman,,Barbara EllenOliver Burkemancoref,Oliver BurkemanBarbara Ellencoref,,coref,0.682826347,0.513248441,0.852404253,0.040204597,0.018764725,-2.93807848,2.993357623,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,11,Oliver Burkeman,,Barbara EllenOliver Burkemanvoice,Oliver BurkemanBarbara Ellenvoice,,voice,0.732141749,0.644922723,0.819360776,0.001788069,0.009449194,-3.393621312,7.389773186,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,11,Oliver Burkeman,,Barbara EllenOliver Burkemancoref+voice,Oliver BurkemanBarbara Ellencoref+voice,,coref+voice,0.699125975,0.563673616,0.834578334,0.015078617,0.012879604,-3.186054406,4.081599922,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,11,Oliver Burkeman,,Barbara EllenOliver Burkemanlexico+voice+coref,Oliver BurkemanBarbara Ellenlexico+voice+coref,,lexico+voice+coref,0.921650124,0.852318108,0.99098214,7.21E-05,0.424959598,0.840641302,16.88524991,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,11,Oliver Burkeman,,Barbara EllenOliver Burkemanlexico+voice,Oliver BurkemanBarbara Ellenlexico+voice,,lexico+voice,0.899028492,0.78685988,1,0.000589595,0.821187985,0.233565551,9.876922626,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,11,Oliver Burkeman,,Barbara EllenOliver Burkemanlexico+coref,Oliver BurkemanBarbara Ellenlexico+coref,,lexico+coref,0.891439206,0.754906961,1,0.001349312,0.940020436,0.077640938,7.960093743,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,12,Paul Mason,,Barbara EllenPaul Masonlexico_syntactic,Paul MasonBarbara Ellenlexico_syntactic,,lexico_syntactic,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,12,Paul Mason,,Barbara EllenPaul Masoncoref,Paul MasonBarbara Ellencoref,,coref,0.766007484,0.673863206,0.858151762,0.00131437,0.000107111,-7.050544945,8.015203871,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,12,Paul Mason,,Barbara EllenPaul Masonvoice,Paul MasonBarbara Ellenvoice,,voice,0.625580239,0.447367245,0.803793233,0.122049102,0.000390134,-5.833221752,1.956460251,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,12,Paul Mason,,Barbara EllenPaul Masoncoref+voice,Paul MasonBarbara Ellencoref+voice,,coref+voice,0.677775673,0.484318698,0.871232648,0.063212101,0.001700235,-4.624481266,2.551391058,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,12,Paul Mason,,Barbara EllenPaul Masonlexico+voice+coref,Paul MasonBarbara Ellenlexico+voice+coref,,lexico+voice+coref,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,12,Paul Mason,,Barbara EllenPaul Masonlexico+voice,Paul MasonBarbara Ellenlexico+voice,,lexico+voice,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,12,Paul Mason,,Barbara EllenPaul Masonlexico+coref,Paul MasonBarbara Ellenlexico+coref,,lexico+coref,1,1,1,0,,,inf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,13,Simon Jenkins,,Barbara EllenSimon Jenkinslexico_syntactic,Simon JenkinsBarbara Ellenlexico_syntactic,,lexico_syntactic,0.988725767,0.974908936,1,6.45E-08,1,0,98.207778,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Barbara Ellen,13,Simon Jenkins,,Barbara EllenSimon Jenkinscoref,Simon JenkinsBarbara Ellencoref,,coref,0.7584425,0.68203186,0.834853139,0.000716499,3.55E-05,-8.234005663,9.390726443,,,,,,,,,,,,,,,,,,,,,,,,,,,
