author1,author2,type,acc,L95,U95,p_baseline,p_lexico,t_lexico,t_baseline
Barbara Ellen,Marina Hyde,coref+voice,0.6039099406340787,0.4828433337833493,0.724976547484808,0.07574276117268382,2.205798787245687e-05,-8.78882487580919,2.382987791262637
Barbara Ellen,Marina Hyde,lexico+voice+coref,0.9891341417203486,0.9767855011681182,1.0,4.0993993155795125e-08,1.0,0.0,109.97600001558833
Barbara Ellen,Marina Hyde,lexico+voice,0.9927055702917773,0.9802727352643572,1.0,4.09153775560863e-08,0.5869994146791507,0.5658696335955506,110.0288040437512
Barbara Ellen,Marina Hyde,lexico+coref,0.9784198560060628,0.9420038629934576,1.0,3.372513903126413e-06,0.4614044444844856,-0.7736151842788934,36.47590955374142
Barbara Ellen,Oliver Burkeman,lexico_syntactic,0.8868397731300958,0.7951265864237929,0.9785529598363987,0.0003040714995373855,1.0,0.0,11.710850240569268
Barbara Ellen,Oliver Burkeman,coref,0.6828263470400566,0.5132484414691185,0.8524042526109947,0.04020459677705917,0.018764724850360955,-2.938078479641576,2.993357623043742
Barbara Ellen,Oliver Burkeman,voice,0.7321417493796526,0.6449227228229044,0.8193607759364008,0.0017880686484599195,0.009449193985488432,-3.393621312259648,7.3897731862191165
Barbara Ellen,Oliver Burkeman,coref+voice,0.69912597483162,0.5636736157736912,0.8345783338895487,0.015078617410747081,0.012879603526687535,-3.1860544057852,4.081599921803866
Barbara Ellen,Oliver Burkeman,lexico+voice+coref,0.921650124069479,0.8523181076992281,0.9909821404397299,7.211638850227981e-05,0.4249595977056174,0.8406413021276361,16.88524990859881
Barbara Ellen,Oliver Burkeman,lexico+voice,0.8990284916696207,0.7868598795990207,1.0,0.0005895946657740912,0.8211879846096506,0.23356555127146866,9.87692262638739
Barbara Ellen,Oliver Burkeman,lexico+coref,0.891439205955335,0.7549069611784771,1.0,0.0013493121856521205,0.9400204362467182,0.0776409378198988,7.960093742935489
Barbara Ellen,Paul Mason,lexico_syntactic,1.0,1.0,1.0,0.0,,,inf
Barbara Ellen,Paul Mason,coref,0.7660074838954148,0.6738632055322209,0.8581517622586088,0.0013143699651968564,0.00010711147871154892,-7.050544944644061,8.015203870785475
Barbara Ellen,Paul Mason,voice,0.6255802387267904,0.4473672446457495,0.8037932328078312,0.12204910189105127,0.00039013402083805924,-5.8332217515160645,1.9564602509512574
Barbara Ellen,Paul Mason,coref+voice,0.6777756726032588,0.4843186976271962,0.8712326475793213,0.06321210129412856,0.0017002350538370171,-4.62448126611632,2.5513910577979315
Barbara Ellen,Paul Mason,lexico+voice+coref,1.0,1.0,1.0,0.0,,,inf
Barbara Ellen,Paul Mason,lexico+voice,1.0,1.0,1.0,0.0,,,inf
Barbara Ellen,Paul Mason,lexico+coref,1.0,1.0,1.0,0.0,,,inf
Barbara Ellen,Simon Jenkins,lexico_syntactic,0.9887257669866365,0.9749089360678811,1.0,6.445662717548096e-08,1.0,0.0,98.20777800010308
Barbara Ellen,Simon Jenkins,coref,0.758442499529456,0.6820318600345934,0.8348531390243186,0.0007164993333175931,3.5463333375556425e-05,-8.23400566275844,9.390726442511802
Barbara Ellen,Simon Jenkins,voice,0.6498329568981742,0.5793950866704559,0.7202708271258925,0.004113670461480841,1.0906083810252261e-06,-13.108310760985592,5.905956248142576
Barbara Ellen,Simon Jenkins,coref+voice,0.7722440240918502,0.7247529856905864,0.819735062493114,9.108867200374e-05,1.947411791163743e-06,-12.152208006245376,15.916067821525122
Barbara Ellen,Simon Jenkins,lexico+voice+coref,0.9932712215320911,0.9810433391629602,1.0,3.810886463416203e-08,0.513297911885797,0.6839984191609277,112.0014428675806
Barbara Ellen,Simon Jenkins,lexico+voice,0.9907914549218898,0.9843773295164572,0.9972055803273224,2.9450492014116065e-09,0.7163334681504652,0.3765016884235361,212.4460384788629
Barbara Ellen,Simon Jenkins,lexico+coref,0.9933794466403162,0.9812364521857585,1.0,3.70293748730404e-08,0.5023390291475905,0.7024216819524464,112.80915549751853
Barbara Ellen,Suzanne Moore,lexico_syntactic,0.9897022332506203,0.9779245110906502,1.0,3.376716046128804e-08,1.0,0.0,115.44094435630319
Barbara Ellen,Suzanne Moore,coref,0.610991965024223,0.5537936679543429,0.6681902620941031,0.00573934079986282,9.288126387383982e-08,-18.00512179628817,5.387627146159643
Barbara Ellen,Suzanne Moore,voice,0.584709585516037,0.5199335616488929,0.6494856093831811,0.02214336962736379,1.4035604383959924e-07,-17.078877045479647,3.6308420929279954
Barbara Ellen,Suzanne Moore,coref+voice,0.6108800399122979,0.5268611839194333,0.6948988959051625,0.021502769039160523,1.6721372389012355e-06,-12.397157447810494,3.66408635824297
Barbara Ellen,Suzanne Moore,lexico+voice+coref,1.0,1.0,1.0,0.0,0.04135906835473113,2.4275648293826113,inf
Barbara Ellen,Suzanne Moore,lexico+voice,0.9961538461538462,0.9854752111338546,1.0,2.165800469342445e-08,0.2925229934839956,1.126713614045344,128.99999999999972
Barbara Ellen,Suzanne Moore,lexico+coref,0.9749379652605459,0.9352952278799916,1.0,4.871801822298493e-06,0.35060815536503287,-0.9912193422050161,33.263071020092376
Barbara Ellen,Will Hutton,lexico_syntactic,0.9961538461538462,0.9854752111338546,1.0,2.165800469342445e-08,1.0,0.0,128.99999999999972
Barbara Ellen,Will Hutton,coref,0.7322275572275572,0.6695428960573491,0.7949122183977653,0.0005038519278513905,2.9169519552203434e-06,-11.523871035819898,10.285882583073274
Barbara Ellen,Will Hutton,voice,0.8275313775313776,0.7266455456953727,0.9284172093673826,0.0008388494949904739,0.0017217924322531287,-4.6148222352507,9.013881071267939
Barbara Ellen,Will Hutton,coref+voice,0.7898192148192148,0.725640966323073,0.8539974633153566,0.00023283098638368464,2.175783748972663e-05,-8.805280530460923,12.538004062629595
Barbara Ellen,Will Hutton,lexico+voice+coref,0.9961538461538462,0.9854752111338546,1.0,2.165800469342445e-08,1.0,0.0,128.99999999999972
Barbara Ellen,Will Hutton,lexico+voice,0.9925824175824175,0.979956498869853,1.0,4.35596612151736e-08,0.5653351233042159,-0.5996452852187903,108.31909133410043
Barbara Ellen,Will Hutton,lexico+coref,1.0,1.0,1.0,0.0,0.34659350708733666,0.9999999999999942,inf
Barbara Ellen,Zoe Williams,lexico_syntactic,0.9860755336617405,0.9676471804170619,1.0,2.0834653713620824e-07,1.0,0.0,73.23291551192969
Barbara Ellen,Zoe Williams,coref,0.7368500273672688,0.6577410584776968,0.8159589962568408,0.0011439934357658787,2.7703188966186884e-05,-8.518848865208035,8.312598538198134
Barbara Ellen,Zoe Williams,voice,0.6293003101623792,0.5854539093897586,0.6731467109349998,0.0012120794332411,2.9622833804791143e-08,-20.82700475182459,8.18756401722866
Barbara Ellen,Zoe Williams,coref+voice,0.7089107827038862,0.5801168551471023,0.8377047102606701,0.010793214375798324,0.0003558161152569908,-5.914675652382793,4.5035455557911845
Barbara Ellen,Zoe Williams,lexico+voice+coref,0.9753521255245392,0.9501943817853502,1.0,7.902574245075839e-07,0.36767636844102936,-0.9547144334353742,52.46055035142527
Barbara Ellen,Zoe Williams,lexico+voice,0.9827504105090311,0.9676036435259673,0.9978971774920949,9.777197661374765e-08,0.7088357509271636,-0.38701671298481377,88.48951170825426
Barbara Ellen,Zoe Williams,lexico+coref,0.9791789819376027,0.9608456141339606,0.9975123497412447,2.1608431818730427e-07,0.4823977760900392,-0.7366120207905514,72.56790749869909
Catherine Bennett,Emma Brockes,lexico_syntactic,0.9769189921628947,0.9435392564707921,1.0,2.4127389690520735e-06,1.0,0.0,39.66896004152056
Catherine Bennett,Emma Brockes,coref,0.5852534045369412,0.5016875620248915,0.6688192470489909,0.04722451049385146,2.03214659066399e-06,-12.084541765415192,2.8325137473951427
Catherine Bennett,Emma Brockes,voice,0.5331856682466438,0.34424483411609796,0.7221265023771897,0.6513145197016186,0.00020448185501500797,-6.421129692660384,0.4876562898121362
Catherine Bennett,Emma Brockes,coref+voice,0.6654250504860262,0.5481919848718342,0.7826581161002182,0.017279976628520183,0.00010248290289580967,-7.095148090531207,3.917781807485423
Catherine Bennett,Emma Brockes,lexico+voice+coref,0.9744799677726508,0.9355402266058702,1.0,4.553760125651295e-06,0.8982178738324742,-0.13203383555982146,33.8309281100366
Catherine Bennett,Emma Brockes,lexico+voice,0.9633688566615396,0.9189855820014309,1.0,8.431927173850384e-06,0.5172358499695047,-0.6774383575949035,28.98655414300338
Catherine Bennett,Emma Brockes,lexico+coref,0.9796967699406723,0.9440302300936171,1.0,3.0711293605927896e-06,0.8784647357833019,0.15787860023449501,37.341770594854495
Catherine Bennett,Gaby Hinsliff,lexico_syntactic,0.9894736842105264,0.9602479462610759,1.0,1.2793860295772576e-06,1.0,0.0,46.499999999999964
Catherine Bennett,Gaby Hinsliff,coref,0.5490910534254188,0.48758932382906917,0.6105927830217683,0.09099853485715811,9.487214161776095e-08,-17.9563951015931,2.2161753155003536
Catherine Bennett,Gaby Hinsliff,voice,0.64024370881956,0.5789920252979002,0.7014953923412199,0.0031382078895548435,5.617599330461099e-07,-14.287056533872441,6.3570327621960026
Catherine Bennett,Gaby Hinsliff,coref+voice,0.717820380513879,0.588963509859627,0.846677251168131,0.009354665500180834,0.00045007427536641,-5.7082619089382955,4.693318456512784
Catherine Bennett,Gaby Hinsliff,lexico+voice+coref,0.9512383900928792,0.8484160658169171,1.0,0.00026041493009971767,0.3497426882152671,-0.9931057713321568,12.184500090546958
Catherine Bennett,Gaby Hinsliff,lexico+voice,0.9806501547987615,0.9475395636326864,1.0,2.2644672208318518e-06,0.5942597306073425,-0.5547067628616756,40.304287015295124
Catherine Bennett,Gaby Hinsliff,lexico+coref,0.986532507739938,0.9582217562053033,1.0,1.1542034519211772e-06,0.8459488220508478,-0.20069054056313154,47.714409770492594
Catherine Bennett,Ian Jack,lexico_syntactic,0.9855928120634003,0.9677374259181267,1.0,1.843636197963155e-07,1.0,0.0,75.50784817552342
Catherine Bennett,Ian Jack,coref,0.7377608758491111,0.6739715957313556,0.8015501559668666,0.0004921089654867649,6.3853172862880995e-06,-10.387681857973668,10.348604322547624
Catherine Bennett,Ian Jack,voice,0.6669905333140627,0.5983786076414672,0.7356024589866581,0.0025011406031919966,1.5920794342666675e-06,-12.476965190632416,6.757426559438251
Catherine Bennett,Ian Jack,coref+voice,0.697622970564147,0.6390510376589725,0.7561949034693215,0.000723286624152043,1.123815527655867e-06,-13.057204990642298,9.367785935727605
Catherine Bennett,Ian Jack,lexico+voice+coref,0.9785339885339885,0.951868653626118,1.0,9.708822686775196e-07,0.5583403986979589,-0.6107077003232172,49.82586398132285
Catherine Bennett,Ian Jack,lexico+voice,0.9680928120634003,0.9267671096357224,1.0,6.092929719382278e-06,0.311918666272699,-1.0792947573375378,31.448563980397665
Catherine Bennett,Ian Jack,lexico+coref,0.9885339885339886,0.9689862893808451,1.0,2.5846232055746997e-07,0.7656247410477699,0.30844211250518727,69.3886165610355
Catherine Bennett,John Harris,lexico_syntactic,0.974811538650548,0.9486671990339517,1.0,9.257263865517329e-07,1.0,0.0,50.42346418805321
Catherine Bennett,John Harris,coref,0.5773212442871886,0.5288013914006346,0.6258410971737425,0.01147040765423807,4.0362746341525445e-08,-20.023638325017878,4.424543304591528
Catherine Bennett,John Harris,voice,0.6459432895965403,0.5994885395622745,0.6923980396308062,0.0009515929814350312,1.3718130347444023e-07,-17.128993131385826,8.722542511538528
Catherine Bennett,John Harris,coref+voice,0.6098302127868691,0.537605978719878,0.6820544468538602,0.013454978435442012,1.0380612506868481e-06,-13.192850590435869,4.22209471147998
Catherine Bennett,John Harris,lexico+voice+coref,0.9865497076023392,0.9697447121892995,1.0,1.4354619558141106e-07,0.32499946618433395,1.0486139689557796,80.38553542595598
Catherine Bennett,John Harris,lexico+voice,0.981140350877193,0.958391107460943,1.0,5.036587658649708e-07,0.6258141808015014,0.507025651405728,58.72106371466921
Catherine Bennett,John Harris,lexico+coref,0.9575925106884859,0.9129357128984377,1.0,9.083660616159867e-06,0.38257298166479736,-0.9238728725337606,28.44987883926023
Catherine Bennett,Jonathan Freedland,lexico_syntactic,0.9868918918918921,0.9750071703840806,0.9987766133997036,3.5825891281416434e-08,1.0,0.0,113.74508095248366
Catherine Bennett,Jonathan Freedland,coref,0.7342496443812233,0.6796763902133242,0.7888228985491225,0.00028397714105436815,1.514272740940907e-06,-12.558954871490094,11.917582860930741
Catherine Bennett,Jonathan Freedland,voice,0.7822652916073969,0.6680771359942014,0.8964534472205924,0.002360220680461553,0.0011227267300857094,-4.948692684550466,6.863181938985828
Catherine Bennett,Jonathan Freedland,coref+voice,0.7605867709815078,0.7113681592033427,0.809805382759673,0.00012462965868007434,1.659640932934024e-06,-12.409329507228554,14.699822661229051
Catherine Bennett,Jonathan Freedland,lexico+voice+coref,0.9816891891891892,0.9669225018211794,0.996455876557199,8.910595199291432e-08,0.4678946244380441,-0.7620588103566995,90.56761061037254
Catherine Bennett,Jonathan Freedland,lexico+voice,0.984391891891892,0.963789434031241,1.0,3.299167888324413e-07,0.7778395351990941,-0.29183205112469274,65.27801228072731
Catherine Bennett,Jonathan Freedland,lexico+coref,0.9816891891891892,0.9602660641191262,1.0,3.9438103145089263e-07,0.5717182374195087,-0.589618673639445,62.4271009564284
Catherine Bennett,Kevin McKenna,lexico_syntactic,0.9973684210526315,0.9900619865652688,1.0,4.701354338663972e-09,1.0,0.0,188.99999999999937
Catherine Bennett,Kevin McKenna,coref,0.7703242481203008,0.6981192870707376,0.842529209169864,0.0004837161790041348,2.4041090327227657e-05,-8.686008501075655,10.394582651941267
Catherine Bennett,Kevin McKenna,voice,0.7090131578947367,0.5899147738685032,0.8281115419209703,0.008204539590491099,0.00015120587364598426,-6.709580868121026,4.872556113195896
Catherine Bennett,Kevin McKenna,coref+voice,0.7805404135338346,0.6897185610093424,0.8713622660583269,0.0010153149999513231,0.0001681316619080921,-6.607136692835432,8.576185535921892
Catherine Bennett,Kevin McKenna,lexico+voice+coref,1.0,1.0,1.0,0.0,0.3465935070873151,1.000000000000042,inf
Catherine Bennett,Kevin McKenna,lexico+voice,0.9973684210526315,0.9900619865652688,1.0,4.701354338663972e-09,1.0,0.0,188.99999999999937
Catherine Bennett,Kevin McKenna,lexico+coref,0.9973684210526315,0.9900619865652688,1.0,4.701354338663972e-09,1.0,0.0,188.99999999999937
Catherine Bennett,Marina Hyde,lexico_syntactic,0.9633297258297258,0.9336334466918996,0.9930260049675519,1.6978567563840785e-06,1.0,0.0,43.31887989744797
Catherine Bennett,Marina Hyde,coref,0.7486234525708209,0.6942665385310977,0.8029803666105441,0.00022146368508181683,1.1290097343926817e-05,-9.624181049324465,12.699200830701669
Catherine Bennett,Marina Hyde,voice,0.6925659318751425,0.6580942313725753,0.7270376323777097,0.00010087575213702245,1.8173274347566898e-07,-16.52254630595063,15.509787193201438
Catherine Bennett,Marina Hyde,coref+voice,0.7668921356421358,0.7309952745611059,0.8027889967231656,3.253221017943308e-05,2.5880259455195645e-06,-11.70680630984726,20.64278996279679
Catherine Bennett,Marina Hyde,lexico+voice+coref,0.973346956406167,0.9480813609013128,0.9986125519110212,8.175707893943862e-07,0.4959271797986017,0.7133187489188569,52.01626219028488
Catherine Bennett,Marina Hyde,lexico+voice,0.9759875541125542,0.9511977234004616,1.0,7.411202332321761e-07,0.39016279368498297,0.9084975467445591,53.3103001024614
Catherine Bennett,Marina Hyde,lexico+coref,0.9830259835194045,0.9691820066171775,0.9968699604216316,6.80844463339072e-08,0.1336613498016367,1.669040172480753,96.87210092138045
Catherine Bennett,Oliver Burkeman,lexico_syntactic,0.8897416534181242,0.783727815791459,0.9957554910447893,0.0005190948444946786,1.0,0.0,10.207123241167082
Catherine Bennett,Oliver Burkeman,coref,0.6779098215862922,0.5757899019331815,0.7800297412394029,0.008418216821599038,0.00397437450544823,-3.9955520698009725,4.837027437818084
Catherine Bennett,Oliver Burkeman,voice,0.694651563328034,0.5635370004308372,0.8257661262252308,0.014589986140258663,0.01237870862832339,-3.212448381445066,4.1218867552108795
Catherine Bennett,Oliver Burkeman,coref+voice,0.6535501678148736,0.5130987326051343,0.794001603024613,0.03857643872997167,0.005815956567918814,-3.7266105067882425,3.035380957092162
Catherine Bennett,Oliver Burkeman,lexico+voice+coref,0.9153952481893659,0.8378439796174727,0.9929465167612591,0.00011904896739844675,0.6024161566012225,0.5422547138345463,14.871737429912095
Catherine Bennett,Oliver Burkeman,lexico+voice,0.8948723723723724,0.8390615775542383,0.9506831671905065,3.9607249781743014e-05,0.9082855251984423,0.1189006409469594,19.643896293247035
Catherine Bennett,Oliver Burkeman,lexico+coref,0.9097906730259673,0.8276582879521178,0.9919230580998167,0.000157422003498486,0.6889923184955737,0.4150793101603058,13.852773266667459
Catherine Bennett,Paul Mason,lexico_syntactic,0.9971428571428571,0.989210156842292,1.0,6.544231187501083e-09,1.0,0.0,174.0000000000006
Catherine Bennett,Paul Mason,coref,0.7997376272376273,0.6540664473810319,0.9454088070942227,0.00464343763929819,0.005568867839249048,-3.756912801560428,5.712901267133068
Catherine Bennett,Paul Mason,voice,0.7377657852657852,0.580914010018865,0.8946175605127054,0.013600254319714565,0.0017893254090942082,-4.5853926463283425,4.208710100000366
Catherine Bennett,Paul Mason,coref+voice,0.7809461409461409,0.5969288446504468,0.964963437241835,0.013275181506963073,0.011545579285498599,-3.2589401166569387,4.238903372434651
Catherine Bennett,Paul Mason,lexico+voice+coref,0.9666409266409266,0.9098867565813296,1.0,2.18131932011551e-05,0.17771338115543733,-1.4778054169653791,22.828329888300075
Catherine Bennett,Paul Mason,lexico+voice,0.9828571428571429,0.935260941053752,1.0,9.452981660874672e-06,0.43489229767474213,-0.8219949365267832,28.16666666666666
Catherine Bennett,Paul Mason,lexico+coref,0.9971428571428571,0.989210156842292,1.0,6.544231187501083e-09,1.0,0.0,174.0000000000006
Catherine Bennett,Simon Jenkins,lexico_syntactic,0.9841755263706483,0.9712870564267018,0.9970639963145949,5.066673399422143e-08,1.0,0.0,104.3015017371973
Catherine Bennett,Simon Jenkins,coref,0.8126089222430686,0.7244594092819658,0.9007584352041713,0.0005967325893042305,0.0006883387076508581,-5.346982017262595,9.84624285316153
Catherine Bennett,Simon Jenkins,voice,0.7872336877214925,0.7466051146262672,0.8278622608167178,3.972850066338133e-05,1.2870079470696615e-06,-12.82845285837968,19.628761375721865
Catherine Bennett,Simon Jenkins,coref+voice,0.8297706900145924,0.7719564278383676,0.8875849521908171,9.290301714299243e-05,8.913898332902853e-05,-7.237406465069721,15.836753487191238
Catherine Bennett,Simon Jenkins,lexico+voice+coref,0.9885376276839691,0.9777382285079612,0.999337026859977,2.4100035010011892e-08,0.4918682028064104,0.7202635849228921,125.5993859456075
Catherine Bennett,Simon Jenkins,lexico+voice,0.9841755263706483,0.9712870564267018,0.9970639963145949,5.066673399422143e-08,1.0,0.0,104.3015017371973
Catherine Bennett,Simon Jenkins,lexico+coref,0.9866145507608923,0.9751495970381444,0.9980795044836402,3.109820216071053e-08,0.704887944301828,0.3925722068260617,117.84248068070505
Catherine Bennett,Suzanne Moore,lexico_syntactic,0.9784045891855738,0.9448456137958846,1.0,2.4344586191443497e-06,1.0,0.0,39.57999505421583
Catherine Bennett,Suzanne Moore,coref,0.7244950471605819,0.6419552333632109,0.8070348609579528,0.0016477122629490876,4.728456970934991e-05,-7.9119677737683896,7.551485109480584
Catherine Bennett,Suzanne Moore,voice,0.8241969550967854,0.7399358750236726,0.9084580351698981,0.0004350228600867926,0.0015010058845262683,-4.720598496445732,10.682453255019723
Catherine Bennett,Suzanne Moore,coref+voice,0.8259393629512475,0.7713703622407,0.880508363661795,7.744201159198487e-05,0.0001680146149265495,-6.607805339699765,16.583641574407007
Catherine Bennett,Suzanne Moore,lexico+voice+coref,0.9881371316855188,0.9716151104701899,1.0,1.3238843376424873e-07,0.49062331593387765,0.7224009245316463,82.02906486260517
Catherine Bennett,Suzanne Moore,lexico+voice,0.9840664711632453,0.949374722297371,1.0,2.651874700278997e-06,0.7530179691414657,0.325685053353391,38.74073889003672
Catherine Bennett,Suzanne Moore,lexico+coref,0.9872922776148583,0.9612214099954187,1.0,8.252478035254208e-07,0.5774476400333617,0.5806730480047594,51.894715539718085
Catherine Bennett,Will Hutton,lexico_syntactic,0.9911764705882353,0.9666784255423724,1.0,6.235002430209074e-07,1.0,0.0,55.66666666666673
Catherine Bennett,Will Hutton,coref,0.8024929971988796,0.7514385089881499,0.8535474854096092,7.995490844721548e-05,1.5130597826104188e-05,-9.251087175452819,16.450173743058617
Catherine Bennett,Will Hutton,voice,0.8158069381598795,0.7576763824097096,0.8739374939100494,0.00011259171652497841,5.645503874026234e-05,-7.718608907489276,15.083644330012067
Catherine Bennett,Will Hutton,coref+voice,0.8520405085110967,0.7588388648751848,0.9452421521470086,0.0004673489384461666,0.003902415459850237,-4.008646543937616,10.48716641205633
Catherine Bennett,Will Hutton,lexico+voice+coref,0.9794957983193278,0.9517681334092835,1.0,1.125781076250777e-06,0.4062999859298908,-0.8765137979282062,48.01319427819355
Catherine Bennett,Will Hutton,lexico+voice,0.9883193277310924,0.9645303781855907,1.0,5.67530814377985e-07,0.8221334882954906,-0.23230526158386033,56.99250421542213
Catherine Bennett,Will Hutton,lexico+coref,0.9854621848739497,0.9598198468759258,1.0,7.840731288422759e-07,0.6664739624077781,-0.44736842105262864,52.56381485400357
Catherine Bennett,Zoe Williams,lexico_syntactic,0.9687579087579088,0.9431543121624771,0.9943615053533404,8.963645393909771e-07,1.0,0.0,50.83194450602584
Catherine Bennett,Zoe Williams,coref,0.7480737149029831,0.6892350407404321,0.8069123890655342,0.00030456809104261227,1.1970110317541969e-05,-9.548644765891815,11.705958050105043
Catherine Bennett,Zoe Williams,voice,0.5713249352273743,0.4424851535406876,0.7001647169140609,0.1991007162988722,3.0677550718663304e-05,-8.400256878251442,1.5370234619937755
Catherine Bennett,Zoe Williams,coref+voice,0.765298766274376,0.6757002641182761,0.8548972684304759,0.0011934031111435319,0.0003018549937338447,-6.062063808688959,8.220979629260007
Catherine Bennett,Zoe Williams,lexico+voice+coref,0.9856610056610057,0.9673392874125597,1.0,2.0426426505703416e-07,0.17439509486336024,1.4906245140019325,73.59632451870647
Catherine Bennett,Zoe Williams,lexico+voice,0.9856610056610057,0.9673392874125597,1.0,2.0426426505703416e-07,0.17439509486336024,1.4906245140019325,73.59632451870647
Catherine Bennett,Zoe Williams,lexico+coref,0.9773826173826172,0.9477167725260387,1.0,1.500743018052009e-06,0.5581098777291023,0.6110736413322185,44.67853984089592
Emma Brockes,Gaby Hinsliff,lexico_syntactic,0.9598033545401966,0.9128886936757429,1.0,1.0845277167677709e-05,1.0,0.0,27.21151020903837
Emma Brockes,Gaby Hinsliff,coref,0.6234239444765761,0.46044905506128225,0.7863988338918699,0.10334325451844827,0.0005690673895067648,-5.506941523657579,2.102654020724477
Emma Brockes,Gaby Hinsliff,voice,0.618846942531153,0.4754258070313825,0.7622680780309236,0.08287328852332407,0.00023957469515655119,-6.2733662705991025,2.3007209551682273
Emma Brockes,Gaby Hinsliff,coref+voice,0.5568247541931752,0.31109315843521446,0.802556349951136,0.5557901738353296,0.0020767437558011736,-4.472351592501864,0.6420452776821977
Emma Brockes,Gaby Hinsliff,lexico+voice+coref,0.9656159629843841,0.9337288098789123,0.997503116089856,2.21200929695351e-06,0.7832526440878369,0.2844999928647964,40.5416299490253
Emma Brockes,Gaby Hinsliff,lexico+voice,0.9637362637362639,0.9094033571041313,1.0,1.8802867792994294e-05,0.8828628683644829,0.15211457423875197,23.697209653639526
Emma Brockes,Gaby Hinsliff,lexico+coref,0.9766233766233767,0.9352747354135674,1.0,5.682206726656728e-06,0.4765717292130951,0.7467730735018324,32.003920862455956
Emma Brockes,Ian Jack,lexico_syntactic,0.9444224857268335,0.8753729958493929,1.0,5.7628866469651634e-05,1.0,0.0,17.870003635453962
Emma Brockes,Ian Jack,coref,0.5852876592007027,0.48068633184691123,0.6898889865544942,0.0863169803583301,4.545547732808976e-05,-7.955520789039348,2.263800182197074
Emma Brockes,Ian Jack,voice,0.6672375933245498,0.5385161793793201,0.7959590072697795,0.02261249070911016,0.0007566162517053738,-5.268556209198553,3.6072164153555266
Emma Brockes,Ian Jack,coref+voice,0.6064339042599912,0.46923657485510306,0.7436312336648794,0.09755504946844504,0.00028640121584862514,-6.109680551896851,2.1538895384593046
Emma Brockes,Ian Jack,lexico+voice+coref,0.942292490118577,0.8928131490323676,0.9917718312047863,1.5644667031447642e-05,0.94620684211259,-0.06961749881026656,24.818455385569642
Emma Brockes,Ian Jack,lexico+voice,0.9590689503732982,0.9148299867097095,1.0,8.638196404532042e-06,0.633312149312577,0.4958820678858388,28.811247702470272
Emma Brockes,Ian Jack,lexico+coref,0.9126043039086517,0.8260922813901961,0.9991163264271072,0.0001879453348159692,0.44785269997973365,-0.7981014199727937,13.24178035170009
Emma Brockes,John Harris,lexico_syntactic,0.938342793257654,0.8964211016947211,0.9802644848205869,8.380445067930502e-06,1.0,0.0,29.031144912459713
Emma Brockes,John Harris,coref,0.6464568283453732,0.4609383804026119,0.8319752762881345,0.09349839779650762,0.0027580352198196,-4.260895655026861,2.1918539567976794
Emma Brockes,John Harris,voice,0.5522940316477467,0.46205591701474186,0.6425321462807516,0.1829040066284461,4.8582241040595165e-06,-10.772241426396262,1.6089820669451453
Emma Brockes,John Harris,coref+voice,0.6719190746474029,0.5097144552173292,0.8341236940774766,0.042274186953207886,0.00224056401277596,-4.415277937380208,2.9427267544663893
Emma Brockes,John Harris,lexico+voice+coref,0.9334472824217406,0.8803325095123247,0.9865620553311565,2.2474606380716214e-05,0.8458112692039199,-0.20087246453377602,22.657398680655735
Emma Brockes,John Harris,lexico+voice,0.927891726866185,0.8694244529039776,0.9863590008283925,3.463622551428346e-05,0.6972714997950216,-0.4033284360992998,20.319365178205057
Emma Brockes,John Harris,lexico+coref,0.9275240798073614,0.8688306271911364,0.9862175324235865,3.529109527999916e-05,0.6880280590924508,-0.4164519905432225,20.223672076282188
Emma Brockes,Jonathan Freedland,lexico_syntactic,0.9693436293436293,0.9303351016075068,1.0,4.789380801425774e-06,1.0,0.0,33.405690959728084
Emma Brockes,Jonathan Freedland,coref,0.60000198000198,0.48381940184820693,0.7161845581557531,0.07518629585425338,3.156801953089881e-05,-8.36722773104616,2.38977316822065
Emma Brockes,Jonathan Freedland,voice,0.5461380061380062,0.39324465422618216,0.6990313580498303,0.4492658565547256,7.288071747978169e-05,-7.446598193215353,0.8378365684554447
Emma Brockes,Jonathan Freedland,coref+voice,0.5913077913077913,0.4985349544634414,0.6840806281521412,0.05230260732987636,6.1970916945482125e-06,-10.429182312224887,2.7326001755046985
Emma Brockes,Jonathan Freedland,lexico+voice+coref,0.9745945945945946,0.9515247073033045,0.9976644818858847,5.625986222118426e-07,0.7559305980160878,0.32169194067342705,57.11713379774433
Emma Brockes,Jonathan Freedland,lexico+voice,0.9696525096525097,0.920047672388114,1.0,1.2445319006536492e-05,0.9894900638388968,0.0135897681743186,26.287041415303737
Emma Brockes,Jonathan Freedland,lexico+coref,0.9667795267795268,0.9385409821868744,0.9950180713721792,1.3481666415154397e-06,0.8861339102476777,-0.1478313555713695,45.894282124963915
Emma Brockes,Kevin McKenna,lexico_syntactic,0.9878676470588236,0.9672242179048567,1.0,3.231781582613231e-07,1.0,0.0,65.61592701281154
Emma Brockes,Kevin McKenna,coref,0.6587304658705588,0.5729685257279966,0.744492406013121,0.006797314792151572,6.516523175166183e-06,-10.359553320461924,5.1387179940133345
Emma Brockes,Kevin McKenna,voice,0.6579795075925107,0.5971078715732537,0.7188511436117676,0.0019662984220707893,5.732838615141766e-07,-14.24956260463185,7.2056783628753704
